NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
PERAK,PPD KINTA UTARA, IPOH TIMOR, CANNING,Rendah,SK,ABB2079,SEKOLAH KEBANGSAAN HO SENG ONG METHODIST,TAMAN CANNING,31400,IPOH,55453890,55471064,ABB2079@moe.edu.my,Bandar,C,SBK,2 Sesi,Pagi dan Petang,0,36,,17,TIADA,TIADA,101.1144559,4.60351277,YA
PERAK,PPD KINTA UTARA, IPOH BARAT, KEPAYANG,Rendah,SK,ABB2080,SEKOLAH KEBANGSAAN ST. MICHAEL,JLN KOMPLEKS ISLAM,30000,IPOH,52545508,52542550,ABB2080@moe.edu.my,Bandar,A,SBK,1 Sesi,Pagi Sahaja,0,905,,61,TIADA,TIADA,101.077637,4.601903,
PERAK,PPD KINTA UTARA, IPOH TIMOR, CANNING,Rendah,SK,ABB2082,SEKOLAH KEBANGSAAN LA SALLE,"LEBUH SUNGAI SENAM, TAMAN IPOH",31400,IPOH,55455175,55451176,ABB2082@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,392,12,32,TIADA,ADA,101.109027,4.607649,
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABB2083,SEKOLAH KEBANGSAAN RAJA PEREMPUAN,JALAN CHUNG THYE PHIN,30250,IPOH,52544234,52411725,ABB2083@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,202,,30,TIADA,TIADA,101.086469,4.586986,
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABB2084,SEKOLAH KEBANGSAAN PEREMPUAN METHODIST,"69, JALAN CHAMBERLAIN HULU",30250,IPOH,52545453,TIADA,ABB2084@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,636,,46,TIADA,TIADA,101.0851195,4.587609385,
PERAK,PPD KINTA UTARA, IPOH TIMOR, PASIR PINJI,Rendah,SK,ABB2085,SEKOLAH KEBANGSAAN CONVENT,JALAN CHAMBERLAIN HULU,30250,IPOH,52410032,52424700,ABB2085@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,262,,30,TIADA,TIADA,101.087571,4.587166,
PERAK,PPD KINTA UTARA, IPOH TIMOR, CANNING,Rendah,SK,ABB2086,SEKOLAH KEBANGSAAN MARIAN CONVENT,JALAN RAJA DIHILIR,30350,IPOH,55458117,55458857,ABB2086@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,548,,50,TIADA,TIADA,101.1153879,4.59818522,
PERAK,PPD KINTA UTARA, IPOH BARAT, BUNTONG,Rendah,SK,ABB2088,SEKOLAH KEBANGSAAN TARCISIAN CONVENT,JALAN ABDUL MANAP,30100,IPOH,55274100,55268600,ABB2088@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,767,,57,TIADA,TIADA,101.070967,4.609578,
PERAK,PPD KINTA UTARA, IPOH BARAT, KEPAYANG,Rendah,SK,ABB2089,SEKOLAH KEBANGSAAN CORONATION PARK,TAMAN DR SEENIVASAGAM,30300,IPOH,52418530,52418530,ABB2089@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,7,60,86,37,ADA,ADA,101.083495,4.602267,YA
PERAK,PPD KINTA SELATAN, GOPENG, SUNGAI RAPAT,Rendah,SK,ABB2090,SEKOLAH KEBANGSAAN SULTAN YUSSUF,JALAN PUSING,31007,BATU GAJAH,53661366,53657003,ABB2090@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,57,909,129,96,ADA,ADA,101.032937,4.486279,
PERAK,PPD KINTA SELATAN, BATU GAJAH, TRONOH,Rendah,SK,ABB2091,SEKOLAH KEBANGSAAN ST. BERNADETTE'S CONVENT,JALAN PUSING,31000,BATU GAJAH,53661536,53655691,ABB2091@moe.edu.my,Bandar,A,SBK,2 Sesi,Pagi dan Petang,0,854,,58,TIADA,TIADA,101.035571,4.484707,
PERAK,PPD KINTA UTARA, BATU GAJAH, TRONOH,Rendah,SK,ABB2092,SEKOLAH KEBANGSAAN PUSING,JALAN LAHAT,31550,PUSING,52884915,52884915,ABB2092@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,46,462,,34,ADA,TIADA,101.01145,4.495819,
PERAK,PPD KINTA SELATAN, BATU GAJAH, TRONOH,Rendah,SK,ABB2093,SEKOLAH KEBANGSAAN SERI TRONOH,JALAN BESAR,31750,TERONOH,53676237,53676237,ABB2093@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,263,21,25,TIADA,ADA,100.984953,4.421605,
PERAK,PPD KINTA SELATAN, KAMPAR, MALIM NAWAR,Rendah,SK,ABB2098,SEKOLAH KEBANGSAAN ST. PAUL,JALAN TANJONG TUALANG,31800,TANJONG TUALANG,53609218,53607579,ABB2098@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,167,,18,ADA,TIADA,101.058683,4.326527,
PERAK,PPD KINTA UTARA, TAMBUN, HULU KINTA,Rendah,SK,ABB2099,SEKOLAH KEBANGSAAN METHODIST,JALAN CHEMOR,31250,TANJONG RAMBUTAN,55331727,55331727,ABB2099@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,289,,29,TIADA,TIADA,101.158172,4.671612,
PERAK,PPD KERIAN, PARIT BUNTAR, TITI SERONG,Rendah,SK,ABB3046,SEKOLAH KEBANGSAAN METHODIST PARIT BUNTAR,JALAN SEKOLAH,34200,PARIT BUNTAR,57161076,57175923,ABB3046@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,398,,41,ADA,TIADA,100.479012,5.128824,
PERAK,PPD KERIAN, BAGAN SERAI, GUNONG SEMANGGOL,Rendah,SK,ABB3047,SEKOLAH KEBANGSAAN JALAN MATANG BULUH,JALAN MATANG BULUH,34300,BAGAN SERAI,57215887,57215887,ABB3047@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,100,672,,58,ADA,TIADA,100.5432453,5.011691324,
PERAK,PPD KUALA KANGSAR, PADANG RENGAS, LUBOK MERBAU,Rendah,SK,ABB4086,SEKOLAH KEBANGSAAN CLIFFORD,JALAN RAJA PEREMPUAN TAAYAH,33007,KUALA KANGSAR,57761776,57761327,ABB4086@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,178,35,33,ADA,ADA,100.936758,4.780424,
PERAK,PPD KUALA KANGSAR, PADANG RENGAS, LUBOK MERBAU,Rendah,SK,ABB4087,SEKOLAH KEBANGSAAN DATIN KHADIJAH,JLN RAJA PEREMPUAN TAAYAH,33007,KUALA KANGSAR,57761179,57769977,ABB4087@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,52,156,80,46,ADA,ADA,100.9375516,4.781614231,
PERAK,PPD KUALA KANGSAR, SUNGAI SIPUT, JALONG,Rendah,SK,ABB4088,SEKOLAH KEBANGSAAN METHODIST,JALAN BESAR,31100,SUNGAI SIPUT(U),55951320,55951320,ABB4088@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,354,,30,TIADA,TIADA,101.085927,4.813554569,
PERAK,PPD HILIR PERAK, TELUK INTAN, PASIR BEDAMAR,Rendah,SK,ABB5075,SEKOLAH KEBANGSAAN SULTAN ABDUL AZIZ,JALAN PADANG TEMBAK,36000,TELUK INTAN,56221972,56235569,ABB5075@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,76,606,,49,ADA,TIADA,101.017377,3.999505,
PERAK,PPD HILIR PERAK, TELUK INTAN, PASIR BEDAMAR,Rendah,SK,ABB5076,SEKOLAH KEBANGSAAN HORLEY METHODIST,JALAN BANDAR,36000,TELUK INTAN,56221279,56221279,ABB5076@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,113,,17,TIADA,TIADA,101.020767,4.02776,YA
PERAK,PPD HILIR PERAK, TELUK INTAN, PASIR BEDAMAR,Rendah,SK,ABB5077,SEKOLAH KEBANGSAAN ST ANTHONY,JALAN SUNGAI NIBONG,36000,TELUK INTAN,56221995,56232591,ABB5077@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,214,,24,TIADA,TIADA,101.030933,4.022944,
PERAK,PPD HILIR PERAK, TELUK INTAN, PASIR BEDAMAR,Rendah,SK,ABB5078,SEKOLAH KEBANGSAAN CONVENT,JALAN SUNGAI NIBONG,36000,TELUK INTAN,56221096,56210166,ABB5078@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,26,295,,30,ADA,TIADA,101.030731,4.021954,
PERAK,PPD HILIR PERAK, TELUK INTAN, PASIR BEDAMAR,Rendah,SK,ABB5079,SEKOLAH KEBANGSAAN PEREMPUAN METHODIST,JALAN CHANGKAT JONG,36000,TELUK INTAN,56221628,56221628,ABB5079@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,66,10,28,TIADA,ADA,101.030442,4.012374,YA
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, AULONG,Rendah,SK,ABB6062,SEKOLAH KEBANGSAAN KING EDWARD VII (1),JALAN STESEN,34000,TAIPING,58073749,58072453,ABB6062@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,99,417,,43,ADA,TIADA,100.7392348,4.85442629,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, POKOK ASSAM,Rendah,SK,ABB6063,SEKOLAH KEBANGSAAN KING EDWARD VII (2),JALAN LUMBA KUDA,34000,TAIPING,58073711,58073711,ABB6063@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,166,,18,ADA,TIADA,100.7542449,4.863091572,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, AULONG,Rendah,SK,ABB6064,SEKOLAH KEBANGSAAN ST GEORGE 1,NO 2 JALAN MUZIUM HULU,34000,TAIPING,58073539,TIADA,ABB6064@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,23,366,,36,ADA,TIADA,100.7354797,4.854053641,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, POKOK ASSAM,Rendah,SK,ABB6066,SEKOLAH KEBANGSAAN (P) TREACHER METHODIST,JALAN LUMBA KUDA,34000,TAIPING,58073314,58063824,ABB6066@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,284,,29,TIADA,TIADA,100.75351,4.862765,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, POKOK ASSAM,Rendah,SK,ABB6067,SEKOLAH KEBANGSAAN KLIAN PAUH,JALAN LUMBA KUDA,34000,TAIPING,58072476,TIADA,ABB6067@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,203,,31,ADA,TIADA,100.750321,4.862484,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, POKOK ASSAM,Rendah,SK,ABB6068,SEKOLAH KEBANGSAAN CONVENT KOTA,JALAN CONVENT,34000,TAIPING,58072478,58064492,ABB6068@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,454,,46,TIADA,TIADA,100.7376376,4.847649424,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, AULONG,Rendah,SK,ABB6069,SEKOLAH KEBANGSAAN CONVENT AULONG,JALAN PADANG,34000,TAIPING,58073955,58073955,ABB6069@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,58,,17,TIADA,TIADA,100.7123619,4.854146938,YA
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, KAMUNTING,Rendah,SK,ABB6070,SEKOLAH KEBANGSAAN ALL SAINTS',JALAN KAMUNTING,34600,KAMUNTING,58073933,58073933,ABB6070@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,332,,29,TIADA,TIADA,100.731399,4.888107,
PERAK,PPD LARUT/MATANG/SELAMA, LARUT, SELAMA,Rendah,SK,ABB6071,SEKOLAH KEBANGSAAN SELAMA,JALAN MENTERI,34100,SELAMA,58394264,58391186,ABB6071@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,323,,28,ADA,TIADA,100.695977,5.220901542,
PERAK,PPD LARUT/MATANG/SELAMA, LARUT, BATU KURAU,Rendah,SK,ABB6072,SEKOLAH KEBANGSAAN BATU KURAU,JALAN BESAR BATU KURAU,34500,BATU KURAU,58881161,58881163,ABB6072@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,57,432,57,51,ADA,ADA,100.7962921,4.974720194,
PERAK,PPD LARUT/MATANG/SELAMA, TAIPING, POKOK ASSAM,Rendah,SK,ABB6073,SEKOLAH KEBANGSAAN METHODIST,JALAN POKOK ASSAM,34000,TAIPING,58073677,58073677,ABB6073@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,86,,17,TIADA,TIADA,100.74238,4.835213,YA
PERAK,PPD HULU PERAK, GERIK, TEMENGOR,Rendah,SK,ABB7034,SEKOLAH KEBANGSAAN MAHKOTA SARI,JALAN HAJI MEOR YAHYA,33300,GERIK,57911221,57917054,ABB7034@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,49,547,,45,ADA,TIADA,101.124977,5.430325,
PERAK,PPD HULU PERAK, LENGGONG, KOTA TAMPAN,Rendah,SK,ABB7035,SEKOLAH KEBANGSAAN BUKIT BALAI,KG SIRA,33400,LENGGONG,57677239,57677239,ABB7035@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,24,112,35,27,ADA,ADA,100.965121,5.109142,YA
PERAK,PPD PERAK TENGAH, PARIT, BELANJA,Rendah,SK,ABB8301,SEKOLAH KEBANGSAAN ISKANDAR SHAH,JALAN SIPUTEH,32800,PARIT,53771219,53771219,ABB8301@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,19,244,,28,ADA,TIADA,100.9116558,4.475097646,
PERAK,PPD KINTA SELATAN, KAMPAR, KERANJI,Rendah,SK,ABB9001,SEKOLAH KEBANGSAAN GOPENG,"JALAN ILMU, KOPISAN BARU",31600,GOPENG,53591230,53591230,ABB2094@moe.edu.my,Bandar,B,SK,2 Sesi,Pagi dan Petang,50,312,,42,ADA,TIADA,101.162793,4.461241,
PERAK,PPD KINTA SELATAN, KAMPAR, KERANJI,Rendah,SK,ABB9002,SEKOLAH KEBANGSAAN METHODIST (ACS),"1, JALAN KUALA DIPANG",31900,KAMPAR,54651490,54651490,ABB9002@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,353,,35,TIADA,TIADA,101.1530518,4.317031319,
PERAK,PPD KINTA SELATAN, KAMPAR, KERANJI,Rendah,SK,ABB9003,SEKOLAH KEBANGSAAN DE LA SALLE,JALAN ISKANDAR,31900,KAMPAR,54661298,TIADA,ABB9003@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,215,21,35,TIADA,ADA,101.161411,4.299086,
PERAK,PPD KINTA SELATAN, KAMPAR, MALIM NAWAR,Rendah,SK,ABB9004,SEKOLAH KEBANGSAAN METHODIST,JALAN TANJONG TUALANG,31700,MALIM NAWAR,54771366,54771366,ABB9004@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,118,,17,TIADA,TIADA,101.108534,4.346889,YA
PERAK,PPD MUALLIM, TANJONG MALIM, SLIM,Rendah,SK,ABBA001,SEKOLAH KEBANGSAAN SLIM RIVER,JALAN KELAB SUKAN,35800,SLIM RIVER,54529780,54529780,ABBA001@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,74,491,,43,ADA,TIADA,101.404382,3.834282,
PERAK,PPD MUALLIM, TANJONG MALIM, BEHRANG,Rendah,SK,ABBA002,SEKOLAH KEBANGSAAN METHODIST,JALAN SLIM,35900,TANJONG MALIM,54596332,54596332,ABBA002@moe.edu.my,Bandar,B,SBK,2 Sesi,Pagi dan Petang,0,430,,42,TIADA,TIADA,101.5208491,3.685323517,
PERAK,PPD BAGAN DATUK, BAGAN DATUK, HUTAN MELINTANG,Rendah,SK,ABBB001,SEKOLAH KEBANGSAAN KHIR JOHARI,"BATU 17, SUNGAI SUMUN",36300,TELUK INTAN,56489213,56480537,ABBB001@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,30,181,5,31,ADA,ADA,100.851219,3.8909,
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0050,SEKOLAH JENIS KEBANGSAAN (CINA) PHENG LOK,AIR KUNING,31920,KAMPAR,54789310,54789310,ABC0050@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,12,52,,16,ADA,TIADA,101.14172,4.187181645,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0051,SEKOLAH JENIS KEBANGSAAN (CINA) HWA MIN,JALAN STESEN,35350,TEMOH,54198193,54198193,ABC0051@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,41,,14,TIADA,TIADA,101.1908565,4.241557769,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0052,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI KROH,MAMBANG DI AWAN,31920,KAMPAR,54780090,54780090,ABC0052@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,10,,7,TIADA,TIADA,101.1400914,4.219439517,YA
PERAK,PPD BATANG PADANG, TAPAH, CHENDERIANG,Rendah,SJKC,ABC0053,SEKOLAH JENIS KEBANGSAAN (CINA) CHENDERIANG,"NO.11, JALAN TEMOH",35300,CHENDERIANG,54162899,54162899,ABC0053@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,24,81,,16,ADA,TIADA,101.2377389,4.263401381,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0054,SEKOLAH JENIS KEBANGSAAN (CINA) KHEUNG WA,"LOT 1255, JALAN BIDOR",35000,TAPAH,54011135,54011135,ABC0054@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,9,90,,15,ADA,TIADA,101.262542,4.193794663,YA
PERAK,PPD BATANG PADANG, TAPAH, CHENDERIANG,Rendah,SJKC,ABC0055,SEKOLAH JENIS KEBANGSAAN (CINA) BUKIT PAGAR,KAMPUNG BARU BUKIT PAGAR,35000,TAPAH,54012998,54012998,ABC0055@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,25,,9,TIADA,TIADA,101.2678616,4.184678877,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0056,SEKOLAH JENIS KEBANGSAAN (CINA) PEKAN GETAH,PEKAN GETAH,35400,TAPAH ROAD,54010528,54010528,ABC0056@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,12,,7,TIADA,TIADA,101.2241798,4.188137182,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0057,SEKOLAH JENIS KEBANGSAAN (CINA) PHUI CHEN,JALAN CHANGKAT PETAI,35400,TAPAH ROAD,54182846,54182846,ABC0057@moe.edu.my,Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,31,,12,TIADA,TIADA,101.1909753,4.173431376,YA
PERAK,PPD BATANG PADANG, TAPAH, CHENDERIANG,Rendah,SJKC,ABC0058,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPONG PAHANG,JALAN PAHANG,35000,TAPAH,54018158,54018158,ABC0058@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,49,,11,TIADA,TIADA,101.275288,4.217173,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0059,SEKOLAH JENIS KEBANGSAAN (CINA) HWA LIAN,BANIR,35400,TAPAH ROAD,1165728657,TIADA,ABC0059@moe.edu.my,Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,8,,7,TIADA,TIADA,101.1806573,4.209876293,YA
PERAK,PPD BATANG PADANG, TANJONG MALIM, SUNGKAI,Rendah,SJKC,ABC0060,SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG HUA (1),JALAN SEKOLAH,35500,BIDOR,54341199,54341199,ABC0060@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,128,18,18,TIADA,ADA,101.2851245,4.1118243,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0061,SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG HUA (2),TAMAN BUKIT,35500,BIDOR,54341034,54341034,ABC0061@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,284,,26,TIADA,TIADA,101.2911222,4.121465996,
PERAK,PPD BATANG PADANG, TANJONG MALIM, SUNGKAI,Rendah,SJKC,ABC0062,SEKOLAH JENIS KEBANGSAAN (CINA) PIN MIN,BIDOR STESEN,35500,BIDOR,54341677,54341677,ABC0062@moe.edu.my,Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,25,61,,12,ADA,TIADA,101.266144,4.106452,YA
PERAK,PPD BATANG PADANG, TAPAH, AYER KUNING,Rendah,SJKC,ABC0063,SEKOLAH JENIS KEBANGSAAN (CINA) KG COLDSTREAM,KAMPONG COLDSTREAM,35500,BIDOR,54332421,54332421,ABC0063@moe.edu.my,Luar Bandar,C,SK,1 Sesi,Pagi Sahaja,12,60,,16,ADA,TIADA,101.2384859,4.046416733,YA
PERAK,PPD BATANG PADANG, TAPAH, CHENDERIANG,Rendah,SJKC,ABC0064,SEKOLAH JENIS KEBANGSAAN (CINA) TANAH MAS,KG BARU TANAH MAS,35500,BIDOR,54017085,54017085,ABC0064@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,16,,7,TIADA,TIADA,101.2661687,4.144082836,YA
PERAK,PPD BATANG PADANG, TANJONG MALIM, SUNGKAI,Rendah,SJKC,ABC0065,SEKOLAH JENIS KEBANGSAAN (CINA) PEKAN PASIR,KAMPUNG BARU PEKAN PASIR,35500,BIDOR,54348317,54348317,ABC0065@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,31,,10,TIADA,TIADA,101.2873082,4.068971371,YA
PERAK,PPD BATANG PADANG, TANJONG MALIM, SUNGKAI,Rendah,SJKC,ABC0066,SEKOLAH JENIS KEBANGSAAN (CINA) KUALA BIKAM,KAMPUNG KUALA BIKAM,35500,BIDOR,54331044,54331044,ABC0066@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,5,46,,11,ADA,TIADA,101.2409338,4.022887393,YA
PERAK,PPD BATANG PADANG, TANJONG MALIM, SUNGKAI,Rendah,SJKC,ABC0067,SEKOLAH JENIS KEBANGSAAN (CINA) KHAI MENG,SUNGKAI,35600,SUNGKAI,54387288,54387288,ABC0067@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,21,74,,16,ADA,TIADA,101.310922,3.996934589,YA
PERAK,PPD MANJUNG, LUMUT, PANGKOR,Rendah,SJKC,ABC1046,SEKOLAH JENIS KEBANGSAAN (CINA) HWA LIAN (1),JALAN PASIR BOGAK,32300,PANGKOR,56851272,56851272,ABC1046@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,109,,15,TIADA,TIADA,100.5611895,4.212684942,YA
PERAK,PPD MANJUNG, LUMUT, PANGKOR,Rendah,SJKC,ABC1047,SEKOLAH JENIS KEBANGSAAN (CINA) HWA LIAN (2),SUNGAI PINANG BESAR,32300,PANGKOR,56851282,56851282,ABC1047@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,68,,13,TIADA,TIADA,100.574504,4.219785,YA
PERAK,PPD MANJUNG, LUMUT, PASIR PANJANG,Rendah,SJKC,ABC1048,SEKOLAH JENIS KEBANGSAAN (CINA) ENG LING,"LOT 9894, JALAN DESA MANJUNG 2, TAMAN DESA MANJUNG POINT",32200,LUMUT,56883760,56883760,ABC1048@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,127,,12,TIADA,TIADA,100.6563011,4.216041209,YA
PERAK,PPD MANJUNG, LUMUT, PASIR PANJANG,Rendah,SJKC,ABC1049,SEKOLAH JENIS KEBANGSAAN (CINA) PING MIN,KG. PUNDUT,32200,LUMUT,56835754,56835754,ABC1049@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,104,,16,TIADA,TIADA,100.6365136,4.211616108,YA
PERAK,PPD MANJUNG, LUMUT, PASIR PANJANG,Rendah,SJKC,ABC1051,SEKOLAH JENIS KEBANGSAAN (CINA) KUR SENG,KAMPUNG SITIAWAN,32000,SITIAWAN,56919008,56919008,ABC1051@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,25,77,,16,ADA,TIADA,100.6919544,4.241287826,YA
PERAK,PPD MANJUNG, BERUAS, ASTAKA,Rendah,SJKC,ABC1052,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG CHENG,JALAN RAJA OMAR,32000,SITIAWAN,56911067,TIADA,ABC1052@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,520,,41,TIADA,TIADA,100.6984351,4.20986509,
PERAK,PPD MANJUNG, BERUAS, ASTAKA,Rendah,SJKC,ABC1053,SEKOLAH JENIS KEBANGSAAN (CINA) UK ING,KG CINA,32000,SITIAWAN,56912352,56912352,ABC1053@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,505,19,42,TIADA,ADA,100.6851633,4.193346569,
PERAK,PPD MANJUNG, LUMUT, PASIR PANJANG,Rendah,SJKC,ABC1054,SEKOLAH JENIS KEBANGSAAN (CINA) CHINESE NATIONAL,KG. KOH,32000,SITIAWAN,56911167,56911167,ABC1054@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,373,,30,TIADA,TIADA,100.6990635,4.194845948,
PERAK,PPD MANJUNG, BERUAS, ASTAKA,Rendah,SJKC,ABC1055,SEKOLAH JENIS KEBANGSAAN (CINA) UK DIH,"JLN LEKIR, KG KOH",32000,SITIAWAN,56911169,56911169,ABC1055@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,173,,18,TIADA,TIADA,100.7045904,4.187283096,
PERAK,PPD MANJUNG, BERUAS, ASTAKA,Rendah,SJKC,ABC1056,SEKOLAH JENIS KEBANGSAAN (CINA) CHIEN HUA,SIMPANG DUA,32010,SITIAWAN,56919522,56919522,ABC1056@moe.edu.my,Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,82,12,19,TIADA,ADA,100.7284496,4.202358935,YA
PERAK,PPD MANJUNG, LUMUT, PASIR PANJANG,Rendah,SJKC,ABC1057,SEKOLAH JENIS KEBANGSAAN (CINA) PEKAN GURNEY,PEKAN GURNEY,32010,SITIAWAN,56914203,56914203,ABC1057@moe.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,42,166,,21,ADA,TIADA,100.7465467,4.224031815,
